vin,color,brand,model,engine,transmission,mileage,price,sale,dealer,owner
1881,Dark Blue,Subaru,Outback Sport,V8,Standard,52268,111200,616,16,317
1882,Dark Blue,Ford,Granada,Petrol,Automatic,13502,90697,185,11,278
1883,Yellow,Peugeot,406,Inine,Standard,16061,127109,,13,
1884,Orange,Alfa Romeo,33,Diesel,Automatic,36844,147964,703,25,159
1885,Light Grey,BMW,318,Electric,Standard,54619,116617,59,24,417
1886,Light Grey,Volkswagen,Type III,Petrol,Standard,52773,111571,,3,
1887,Blue,Renault,Modus,Inine,Automatic,35675,100868,187,7,15
1888,Dark Blue,Kia,Besta,W,Automatic,10418,42971,891,5,476
1889,Light Grey,Ferrari,GTO,W,Standard,7464,82329,433,17,415
1890,Black,Hyundai,Atos,Petrol,Automatic,62413,40048,431,10,246
1891,Dark Green,Porsche,959,Diesel,Automatic,48863,95132,413,13,35
1892,Dark Blue,Porsche,Cayman,Electric,Automatic,71979,119341,238,10,397
1893,Pearl,Porsche,Carrera 911S,Petrol,Automatic,40540,48033,710,23,144
1894,Grey,GMC,Yukon,Electric,Standard,65359,142143,,26,
1895,Purple,Audi,Compact,V8,Automatic,64689,24841,237,12,384
1896,Green,Porsche,996,Electric,Automatic,56460,95672,968,21,127
1897,Beige,Alfa Romeo,159,W,Standard,42804,149900,213,24,65
1898,Grey,Hyundai,Pony,Inine,Automatic,43948,41028,,21,
1899,Pearl,Peugeot,307 SW,Inine,Standard,63371,40648,,3,
1900,Red,Jaguar,XKE,Diesel,Standard,44762,27030,800,2,265
1901,Black,Porsche,Cayman,Diesel,Automatic,42319,53643,472,29,352
1902,Dark Green,Ford,Galaxie,Petrol,Automatic,33293,86695,153,2,50
1903,Light Grey,Toyota,Station Wagon,Inine,Standard,52204,131118,287,22,361
1904,Black,Ferrari,250,Petrol,Automatic,29278,135538,114,27,85
1905,Dark Green,Volkswagen,Type II,W,Standard,70232,21242,98,18,209
1906,Grey,Mercedes Benz,450,Diesel,Automatic,10408,148642,789,5,145
1907,Beige,Volkswagen,Rabbit,V6,Standard,33212,80014,926,18,205
1908,Beige,Ferrari,F550,W,Standard,717,1563,364,13,458
1909,Dark Grey,Lexus,ES 250,Electric,Automatic,12106,112694,182,12,357
1910,Grey,Ford,Expedition,W,Standard,36151,10636,527,23,233
1911,White,Volkswagen,Jetta,V8,Automatic,41155,59920,506,23,125
1912,Dark Green,Porsche,356,V8,Automatic,12879,130977,814,6,162
1913,Dark Blue,Toyota,Tacoma,Petrol,Automatic,11039,4016,,6,
1914,Yellow,Kia,Spectra SX,W,Standard,50555,8132,27,18,198
1915,Light Grey,Volkswagen,Phaeton,Electric,Standard,53410,10909,248,7,205
1916,Yellow,Kia,Carens,Diesel,Automatic,42990,80403,439,2,204
1917,Green,Audi,S8,Inine,Standard,9960,16255,,6,
1918,White,GMC,Rally,V8,Automatic,65549,109042,,4,
1919,Green,Kia,Carens II,Petrol,Automatic,62359,126566,439,2,204
1920,Blue,Jaguar,MK,V8,Automatic,25940,93540,827,25,114
1921,Pearl,Toyota,HiLux Tundra,Electric,Automatic,15485,106715,,8,
1922,Dark Blue,Renault,25,Electric,Standard,2085,39748,,15,
1923,Orange,Suzuki,Alto,V6,Standard,68744,139082,522,0,385
1924,Red,Subaru,WRX,Inine,Standard,46559,106245,705,22,95
1925,Dark Green,Fiat,Idea,Petrol,Standard,3896,64683,563,20,418
1926,Purple,Mazda,B3000,Electric,Standard,1067,119944,461,20,74
1927,Red,Mazda,2,Inine,Standard,43109,32532,371,9,368
1928,Red,Fiat,Ducato,V8,Automatic,73669,74299,557,23,64
1929,Dark Blue,Alfa Romeo,GTV,V6,Automatic,7366,48772,794,10,165
1930,Purple,Renault,RX4,V8,Standard,24308,43323,620,12,476
1931,Purple,Alfa Romeo,145,Diesel,Standard,29191,102867,801,15,9
1932,Light Grey,Alfa Romeo,GTV-6,W,Automatic,43841,25680,134,19,475
1933,Orange,Maserati,GranSport Spyder,V8,Automatic,43496,26898,734,20,306
1934,Light Grey,Peugeot,306,V6,Automatic,47811,125004,527,23,233
1935,Green,Renault,Medaillon,V8,Automatic,73236,50236,563,20,418
1936,Light Grey,Suzuki,Sidekick,Diesel,Automatic,40259,15918,,0,
1937,Dark Grey,Hyundai,Terracan,V6,Automatic,47040,134580,675,2,486
1938,Blue,Ferrari,290,Diesel,Automatic,37527,3439,381,28,281
1939,Beige,Ford,Cutaway,Petrol,Standard,34810,145931,270,19,154
1940,Light Grey,Lexus,GS 400,Diesel,Standard,58640,110007,125,18,360
1941,Black,Pontiac,Grand Prix,V6,Standard,54664,122487,548,0,245
1942,Green,Ford,Explorer,Electric,Automatic,4057,35483,13,13,422
1943,Dark Grey,Mazda,B2500,V8,Standard,40579,23131,692,3,236
1944,Dark Green,Nissan,Versa,Inine,Automatic,6391,5378,236,20,153
1945,Pearl,Suzuki,SJ410,Petrol,Standard,61593,2081,863,1,204
1946,Green,Toyota,Avensis,Diesel,Standard,24132,20417,850,25,44
1947,Dark Blue,Volkswagen,Multivan,V8,Automatic,37167,86078,172,9,43
1948,Beige,Subaru,Liberty,V8,Standard,34553,134209,476,3,208
1949,Black,Lexus,SC 430,W,Standard,66532,1468,26,0,78
1950,Light Grey,Ferrari,335,Electric,Standard,64955,21672,692,3,236
1951,Pearl,Maserati,Merak,Petrol,Automatic,62602,54598,818,28,455
1952,Dark Green,Renault,VelSatis,W,Automatic,67086,48240,301,25,196
1953,Green,Honda,Civic DelSol,V8,Automatic,21019,15663,,23,
1954,Dark Grey,Maserati,Merak,W,Automatic,67935,107155,,24,
1955,Dark Green,Lexus,LS 400,Petrol,Standard,10564,68502,989,25,64
1956,Yellow,Porsche,901,V6,Standard,7256,72004,,9,
1957,Yellow,Honda,CRX,Electric,Standard,24733,59911,185,11,278
1958,Blue,GMC,Savana,V6,Automatic,8333,31808,774,15,327
1959,Yellow,Volkswagen,Colorado,W,Standard,55775,92064,916,1,102
1960,Dark Grey,BMW,318,Diesel,Standard,17567,69918,888,21,113
1961,Dark Blue,BMW,M Coupe,W,Standard,63010,107252,158,21,390
1962,Yellow,Mercedes Benz,M-Class,Petrol,Standard,3637,63535,281,7,238
1963,Yellow,Maserati,Quattroporte,Petrol,Automatic,72622,146557,391,25,76
1964,Yellow,Porsche,550,Inine,Automatic,13320,123876,955,1,60
1965,Purple,Lexus,ES 330,V8,Standard,32161,115075,516,20,373
1966,Purple,Mazda,Premacy,W,Standard,32884,18972,895,8,140
1967,Dark Blue,Jaguar,XK Series,Petrol,Standard,35491,39334,179,1,22
1968,Grey,Ford,Custom,V8,Standard,27656,34317,247,26,402
1969,Black,Peugeot,405,V8,Standard,26982,69384,920,10,51
1970,Green,Mazda,B2200,V8,Standard,27665,144034,845,12,302
1971,Dark Blue,Kia,Rio,Electric,Standard,1722,55273,112,7,461
1972,Green,Porsche,Carrera GT,Electric,Automatic,55518,99683,844,27,393
1973,Orange,Lexus,GS 400,Petrol,Automatic,11868,28597,119,10,2
1974,Green,Fiat,Multipla,V8,Standard,58019,102511,212,8,450
1975,Blue,Fiat,Tipo (Digital),Petrol,Standard,12021,3887,486,13,338
1976,Orange,Jaguar,Vanden Plas,Diesel,Automatic,10657,110196,90,14,458
1977,Purple,Honda,Logo,Petrol,Standard,62222,107534,712,18,213
1978,Pearl,Mazda,B2300,Petrol,Automatic,15813,149786,269,10,298
1979,Green,Volkswagen,Caddy Pickup,Petrol,Standard,21319,31988,603,25,95
1980,Purple,Ferrari,GTO,V8,Automatic,53327,30044,,22,
1981,Beige,Audi,V8,Inine,Standard,15571,117123,285,12,412
1982,Purple,Nissan,200SX,Inine,Standard,37915,1859,481,18,162
1983,Yellow,Lexus,GS 350,Inine,Automatic,50570,83178,896,16,224
1984,Pearl,Porsche,911 Turbo,Petrol,Standard,40988,28052,427,8,312
1985,Pearl,Porsche,Cayenne,W,Standard,43339,124116,752,8,277
1986,Black,Porsche,Carrera 911S,Diesel,Standard,16474,146287,,0,
1987,Light Grey,Fiat,Doblò,Inine,Standard,7236,143063,857,4,23
1988,Beige,Nissan,Hustler,V6,Automatic,61892,128973,660,11,147
1989,Green,Maserati,3500 GT,Petrol,Automatic,3085,140532,390,11,274
1990,Black,Porsche,550,Inine,Standard,25525,25871,,26,
1991,Yellow,Nissan,Costaud,V6,Automatic,18037,94747,295,25,153
1992,Blue,Fiat,Punto,Electric,Automatic,28835,31974,375,18,131
1993,Orange,Ford,Five Hundred,Petrol,Automatic,24687,86842,282,26,415
1994,Grey,Subaru,Pic-Up,Inine,Standard,70648,83577,,22,
1995,Dark Grey,Audi,200,Electric,Standard,39084,95315,,25,
1996,Beige,Maserati,Ghibli,Petrol,Automatic,32982,109799,652,25,51
1997,Dark Blue,Peugeot,307,V8,Standard,50713,8772,,16,
1998,Grey,Ford,F-450,V6,Standard,2686,49632,548,0,245
1999,Purple,Toyota,Mark II,W,Standard,56515,91830,85,24,333
2000,Light Grey,Hyundai,Elantra,W,Standard,41702,59745,691,7,26
2001,Orange,Peugeot,205,W,Standard,47711,58756,828,27,454
2002,Blue,Porsche,Cayenne,Petrol,Standard,41563,102129,549,2,204
2003,Yellow,Peugeot,504,Petrol,Standard,67406,12930,578,5,248
2004,Purple,Hyundai,Trajet,Inine,Standard,59125,7254,675,2,486
2005,Black,Kia,Opirus,V8,Standard,65663,66996,990,13,83
2006,Beige,Peugeot,406,Electric,Automatic,26160,94883,452,18,380
2007,Grey,Ford,Thunderbird,V6,Standard,42840,82538,312,13,310
2008,Dark Blue,Pontiac,Parisienne,W,Automatic,30299,54035,578,5,248
2009,Blue,Alfa Romeo,147,V6,Automatic,48958,118239,828,27,454
2010,Green,Ford,Ute,Electric,Standard,40906,71416,,26,
2011,Dark Grey,Volkswagen,Caddy,V6,Automatic,54720,15944,,20,
2012,Black,Volkswagen,T4 Transporter,V6,Automatic,65697,81970,566,11,369
2013,Pearl,Audi,A6,V6,Standard,7801,109628,,0,
2014,Dark Blue,Chevrolet,Citation,Diesel,Automatic,27656,126176,16,26,107
2015,Green,Peugeot,407,Diesel,Standard,30981,45181,805,26,218
2016,Blue,Peugeot,307 SW,V8,Automatic,45386,54962,718,14,258
2017,Beige,BMW,2800,Petrol,Standard,44488,30404,,8,
2018,Pearl,Ford,T-Bucket,V8,Automatic,20796,64883,226,14,281
2019,Dark Green,Maserati,5000 GT,Petrol,Standard,52106,44502,863,1,204
2020,White,Porsche,959,Inine,Automatic,54264,68595,,19,
2021,Beige,Mazda,RX-3,Petrol,Automatic,5122,147845,13,13,422
2022,Grey,Alfa Romeo,146,Electric,Standard,1594,121450,579,5,206
2023,Yellow,BMW,740,Petrol,Standard,17909,92121,570,22,34
2024,Yellow,Maserati,Shamal,Inine,Automatic,19989,14366,338,8,442
2025,Beige,Jaguar,X300,Petrol,Standard,43406,22610,607,10,8
2026,Beige,Toyota,Camry Solara,Petrol,Automatic,44824,22090,358,7,445
2027,White,Mazda,323,Diesel,Standard,61544,53530,682,13,479
2028,Light Grey,Chevrolet,Envoy,Electric,Automatic,24876,71044,167,8,400
2029,Light Grey,Renault,Mascot,V6,Standard,8101,106499,285,12,412
2030,Black,Renault,Sportwagon,V6,Standard,36048,138417,481,18,162
2031,Black,Hyundai,Trajet,Diesel,Standard,30371,83269,5,13,459
2032,Beige,Maserati,GranSport,V6,Automatic,11787,78538,864,13,149
2033,Grey,Mazda,Xedos 9,Inine,Automatic,44774,70885,160,16,160
2034,Light Grey,Hyundai,Pony,Electric,Standard,61052,60922,335,8,210
2035,Purple,Alfa Romeo,166,Petrol,Standard,52409,97872,610,24,494
2036,White,Fiat,Tipo,Inine,Automatic,50114,88004,273,18,128
2037,Pearl,BMW,L7,Electric,Automatic,13356,91101,953,29,478
2038,Yellow,Porsche,996,V8,Automatic,20008,35864,509,17,0
2039,Blue,BMW,323,Electric,Standard,13765,94549,718,14,258
2040,Dark Blue,Suzuki,X-90,Diesel,Automatic,5815,5619,65,17,443
2041,Dark Grey,BMW,533,Diesel,Automatic,21040,60613,784,22,482
2042,Orange,Jaguar,XJ,Inine,Automatic,54801,78212,797,8,220
2043,Light Grey,Honda,Accord,W,Standard,6993,124590,374,7,277
2044,Black,Pontiac,G6,Diesel,Standard,1472,125028,263,5,123
2045,Blue,Lexus,LS 460,Inine,Standard,8689,53056,632,5,276
2046,Dark Green,Suzuki,Vitara,V8,Standard,62998,137764,121,16,31
2047,Green,Fiat,Idea,W,Automatic,53489,2675,,0,
2048,Dark Green,Jaguar,S-Type,Electric,Standard,74952,141464,222,23,194
2049,Dark Grey,GMC,Envoy XUV,V8,Automatic,65356,46132,986,24,143
2050,Dark Grey,Subaru,Super Station,V8,Automatic,59524,8325,271,9,175
2051,Grey,Maserati,3500 GT,Diesel,Standard,68879,139727,486,13,338
2052,Black,Honda,S800,Diesel,Automatic,17275,85718,614,14,26
2053,Pearl,Lexus,GS 300,V6,Standard,9338,72514,609,12,64
2054,Dark Grey,Fiat,Ducato,W,Automatic,50468,93882,771,9,355
2055,Grey,Ferrari,Daytona,V6,Automatic,5055,23159,430,29,251
2056,Grey,Alfa Romeo,145,Inine,Automatic,24978,20567,189,5,496
2057,Red,Volkswagen,GTI,Inine,Automatic,27259,141752,222,23,194
2058,Purple,Alfa Romeo,75,V6,Automatic,65423,82318,848,8,115
2059,Blue,Alfa Romeo,Guiletta,V8,Automatic,15945,118430,281,7,238
2060,Red,BMW,3.0,W,Automatic,48492,89616,610,24,494
2061,Pearl,Lexus,GS 450h,V8,Standard,3284,40845,373,27,176
2062,Grey,Subaru,4x4 Turbo,V8,Automatic,55287,17044,672,8,14
2063,Light Grey,BMW,745,Diesel,Standard,31138,91119,72,1,110
2064,Dark Grey,Kia,Amanti,Petrol,Standard,27976,32963,,1,
2065,Grey,Volkswagen,Rabbit,Electric,Standard,921,117100,937,20,271
2066,Pearl,Mazda,CX-9,Inine,Standard,23497,120189,3,13,215
2067,Black,Jaguar,XJ6 Serie 2,W,Automatic,22917,92554,389,15,312
2068,Dark Green,Honda,HR-V,V6,Automatic,12716,114919,989,25,64
2069,Purple,Hyundai,Terracan,W,Standard,42739,124672,835,9,56
2070,Orange,Mazda,626 Avant,Diesel,Automatic,33059,57826,788,15,245
2071,Pearl,Mercedes Benz,C-Class,V6,Standard,64320,6122,981,24,281
2072,Beige,Hyundai,Excel,V6,Standard,30466,75577,172,9,43
2073,Dark Grey,Alfa Romeo,Guiletta,Electric,Standard,4139,148383,647,29,62
2074,Beige,Kia,Rio RX-V,Diesel,Automatic,5845,89865,927,21,476
2075,Pearl,GMC,Jimmy,V8,Standard,56169,44843,617,2,461
2076,Green,Chevrolet,G1500,Petrol,Automatic,9742,79990,,9,
2077,Black,Mercedes Benz,SL500,Diesel,Standard,17012,15764,113,21,373
2078,Dark Blue,Porsche,356,Electric,Standard,62158,89368,504,15,126
2079,Beige,Mazda,121,V8,Automatic,45269,144104,952,4,366
2080,Light Grey,Subaru,Leone,V8,Automatic,10366,51818,598,25,208
2081,Grey,Pontiac,Tempest,Electric,Automatic,74099,146049,345,16,83
2082,Black,Ford,Ute,Electric,Automatic,20747,93022,689,25,5
2083,Orange,Kia,Carens,V8,Standard,72125,141064,,12,
2084,Purple,Kia,Visto,Electric,Standard,9019,40312,,26,
2085,Light Grey,Ford,Expedition,V8,Automatic,42070,129872,723,10,136
2086,Grey,Suzuki,Reno,Petrol,Standard,40003,78436,941,28,350
2087,Light Grey,Volkswagen,Touareg,V8,Automatic,32577,15932,,27,
2088,White,Fiat,Palio,Inine,Automatic,32717,29729,46,15,336
2089,Green,Subaru,Outback,Diesel,Standard,46623,61358,490,21,444
2090,Light Grey,Volkswagen,Type III,Petrol,Standard,2389,138265,66,4,351
2091,Light Grey,Nissan,Stanza,Electric,Standard,33388,101547,,7,
2092,Green,Kia,Besta,Diesel,Standard,47438,88375,871,20,483
2093,Dark Green,Fiat,Idea,W,Automatic,63528,115377,469,5,298
2094,Black,Maserati,3500 GT,Electric,Automatic,56780,14775,85,24,333
2095,Light Grey,Mercedes Benz,CLS-Class,Electric,Automatic,68517,121447,914,7,461
2096,Dark Grey,Maserati,Spyder,Inine,Standard,72753,65346,,17,
2097,Blue,Ferrari,F355,Petrol,Automatic,1135,62115,,27,
2098,Orange,Kia,Opirus,Electric,Standard,62472,32987,406,16,278
2099,Black,Chevrolet,Beauville,V8,Standard,40395,123846,2,17,282
2100,Blue,Renault,Sportwagon,V6,Automatic,1698,58648,58,15,175
2101,Orange,Volkswagen,Jetta Wagon,V6,Automatic,74496,52704,355,13,47
2102,Dark Green,Peugeot,607,V6,Standard,63090,55877,716,13,105
2103,Blue,BMW,318,V6,Standard,9913,62308,744,20,154
2104,Yellow,Mercedes Benz,Viano,V8,Automatic,46625,25428,365,1,280
2105,Purple,Audi,A4 Cabriolet,V8,Standard,71123,111310,413,13,35
2106,Grey,Kia,Carens II,V8,Standard,122,22660,17,0,398
2107,Dark Grey,Suzuki,XL7,W,Standard,20949,38630,246,26,78
2108,Orange,Volkswagen,Bora,Petrol,Automatic,36785,114984,389,15,312
2109,Dark Blue,Porsche,Spyder,W,Automatic,58252,54993,,17,
2110,Purple,Volkswagen,T5 Pickup,V6,Standard,53530,86182,379,17,55
2111,Purple,Lexus,RX 400h,V6,Automatic,50384,97599,422,0,289
2112,Green,Audi,A6,Petrol,Automatic,22774,137168,326,25,40
2113,Dark Blue,Subaru,DL,Inine,Automatic,48610,104673,752,8,277
2114,Beige,Subaru,Brat,V6,Automatic,3361,70888,,23,
2115,Dark Blue,Ford,Cutaway,Diesel,Standard,44976,137359,,2,
2116,Purple,GMC,Sierra,Petrol,Automatic,54991,57797,449,4,72
2117,Red,Hyundai,Tiburon,W,Standard,65810,30516,977,5,34
2118,Blue,Peugeot,205,V8,Standard,10375,148903,563,20,418
2119,Dark Grey,Jaguar,E-type,V6,Automatic,65211,57299,,21,
2120,Light Grey,Suzuki,Grand Vitara,Electric,Automatic,26691,40608,969,22,450
2121,Grey,Mazda,RX-7,Petrol,Standard,40087,46140,29,21,480
2122,Pearl,Ferrari,Superamerica,W,Automatic,8540,19014,487,4,143
2123,Green,Toyota,Celica,Electric,Automatic,2287,138923,387,9,386
2124,Dark Blue,BMW,323,Electric,Standard,45157,40691,389,15,312
2125,Orange,Alfa Romeo,146,Petrol,Standard,22189,125043,152,27,351
2126,Yellow,Ferrari,GTB,Petrol,Standard,57639,98417,95,2,48
2127,Dark Grey,Chevrolet,Celebrity,V6,Standard,64333,63558,210,3,463
2128,Green,BMW,M6,Inine,Standard,32160,11439,66,4,351
2129,Yellow,Lexus,Harrier 4x4,Inine,Standard,47581,141462,80,12,292
2130,Beige,Peugeot,504,V8,Automatic,42589,110965,230,13,56
2131,Grey,Pontiac,Solstice,V8,Automatic,8248,92806,131,4,333
2132,White,Lexus,RX 300,V8,Automatic,33328,135299,694,29,267
2133,Dark Green,Suzuki,Baleno,Inine,Automatic,31947,148743,545,3,408
2134,Purple,Toyota,T100,Diesel,Standard,52916,84387,124,1,481
2135,Beige,Kia,Optima,Diesel,Standard,14727,92273,37,21,435
2136,Dark Grey,Peugeot,1007,V6,Standard,48769,43519,121,16,31
2137,Grey,Hyundai,Getz,V8,Standard,9522,3680,552,0,24
2138,White,Ford,Focus,V6,Standard,27111,12046,77,5,204
2139,Beige,Renault,30,V6,Automatic,55965,20291,,4,
2140,Green,Jaguar,XR8,V8,Standard,58789,147260,963,12,269
2141,Dark Green,Ford,Festiva,W,Automatic,69037,64132,918,17,247
2142,Beige,BMW,323,Inine,Automatic,3661,23000,,28,
2143,Red,Chevrolet,Metro,Petrol,Standard,12723,99288,928,19,445
2144,Yellow,Ferrari,F50,Inine,Automatic,43417,30562,394,10,148
2145,Light Grey,Porsche,Speedster,Diesel,Automatic,1785,46426,,5,
2146,Dark Blue,Ford,Orion,Electric,Automatic,28733,122221,,29,
2147,Blue,Lexus,ES 330,V6,Standard,5413,36968,,0,
2148,Purple,Toyota,Sienna,W,Standard,19293,134994,710,23,144
2149,Pearl,Lexus,GS 400,Petrol,Standard,69572,144256,416,23,165
2150,Beige,Ford,Galaxie,W,Automatic,45029,16004,423,18,256
2151,Black,Chevrolet,Prizm,Inine,Automatic,43369,137076,744,20,154
2152,Black,Kia,Clarus,W,Standard,16374,104618,862,21,164
2153,White,Pontiac,Phoenix,W,Automatic,60273,135931,,25,
2154,Purple,Mazda,Metro,V8,Automatic,29063,46331,970,6,310
2155,White,Peugeot,307 SW,Electric,Standard,8624,23365,623,3,281
2156,Red,Jaguar,Super V8,Electric,Standard,26104,106131,61,17,366
2157,Yellow,Chevrolet,Nomad,W,Standard,8545,117210,507,5,331
2158,Orange,Suzuki,XL7,Diesel,Automatic,67992,43396,214,12,400
2159,Red,Ford,Super Duty,Electric,Automatic,7524,72793,207,5,103
2160,Yellow,Ford,Escape,Inine,Automatic,18615,95258,,14,
2161,Beige,Kia,Spectra,Petrol,Standard,25246,18797,192,10,187
2162,Black,Peugeot,307,W,Automatic,54269,41937,,14,
2163,White,Maserati,Coupé,Diesel,Automatic,2896,49024,303,6,422
2164,Dark Blue,Peugeot,107,Electric,Standard,67626,128546,602,29,447
2165,Blue,GMC,Cyclone,V6,Automatic,59805,72185,183,7,62
2166,Green,Audi,S6,W,Standard,39053,114962,,6,
2167,Red,Nissan,Bluebird Sedan,Petrol,Standard,4411,28237,576,14,223
2168,Beige,Ferrari,F50,W,Standard,9616,137985,691,7,26
2169,Purple,Subaru,WRX,V6,Standard,72551,72780,672,8,14
2170,Red,Nissan,Sunny Van,V6,Automatic,18123,14773,363,14,87
2171,Dark Green,Pontiac,Wave,Inine,Standard,58739,91709,,20,
2172,Light Grey,Volkswagen,City Golf,Electric,Standard,64013,26958,,10,
2173,Orange,Porsche,Carrera GT,Petrol,Standard,11463,33252,,19,
2174,Black,Kia,Spectra SX,Petrol,Standard,781,149261,290,12,58
2175,Green,Subaru,G3X Justy,Petrol,Standard,36651,139764,711,11,459
2176,Black,BMW,320,Diesel,Automatic,54975,73327,147,7,1
2177,Grey,Honda,Jazz,Petrol,Standard,49120,66895,98,18,209
2178,Dark Grey,Pontiac,Wave,Petrol,Automatic,59981,20505,,18,
2179,Black,Ferrari,340,Inine,Automatic,41125,141901,,11,
2180,Red,Jaguar,XKE,Inine,Automatic,28832,79244,336,26,56
2181,Blue,Volkswagen,Golf IV Variant,V8,Standard,42368,132867,947,22,373
2182,Purple,Porsche,Carrera,Electric,Automatic,19241,115867,668,9,418
2183,Dark Grey,Mazda,Cosmo,V6,Standard,23217,126265,928,19,445
2184,Green,Toyota,Prerunner,Inine,Standard,74984,86495,135,19,91
2185,Beige,Maserati,Merak,Petrol,Standard,36759,97799,,7,
2186,Dark Blue,Chevrolet,Silverado,V6,Standard,195,84032,214,12,400
2187,Dark Blue,Fiat,131,V8,Automatic,15647,49705,479,18,205
2188,Dark Grey,Chevrolet,Pick-up,V8,Standard,33825,42234,196,16,426
2189,Orange,Audi,Allroad,Diesel,Standard,2878,40149,510,20,292
2190,Grey,Hyundai,Terracan,Electric,Standard,66045,47526,545,3,408
2191,Light Grey,Mercedes Benz,M-Class,Electric,Standard,26528,111712,763,25,219
2192,White,Chevrolet,C2500,Diesel,Standard,9155,22340,266,7,303
2193,Green,Hyundai,XG300,Electric,Automatic,21544,107035,346,7,208
2194,Dark Blue,Alfa Romeo,Guiletta,W,Automatic,57791,114644,592,19,174
2195,White,Suzuki,Jimny,Inine,Automatic,64739,102972,918,17,247
2196,Red,Audi,5000,Diesel,Standard,14031,7897,802,10,364
2197,Yellow,Suzuki,Aerio,Inine,Standard,20125,103192,803,0,237
2198,Purple,Ford,Ka,Electric,Automatic,10136,75745,518,0,74
2199,Purple,Ferrari,550,V8,Automatic,20262,127514,981,24,281
2200,Dark Green,Toyota,HiAce,Inine,Automatic,17830,141287,175,23,21
2201,Grey,Fiat,Marea,Electric,Standard,54057,104047,245,15,264
2202,Yellow,Pontiac,Torrent,V6,Automatic,66941,93299,508,9,368
2203,Pearl,Chevrolet,Suburban,W,Standard,64680,103402,492,8,374
2204,Black,Maserati,430,Petrol,Automatic,57956,130495,960,9,164
2205,Dark Grey,Maserati,Ghibli,Inine,Standard,49546,53748,585,11,147
2206,Pearl,Ferrari,F355,Petrol,Automatic,34941,126067,804,22,29
2207,Light Grey,Ferrari,735,Diesel,Automatic,8206,135000,422,0,289
2208,Dark Green,Chevrolet,Tacuma,V8,Standard,36215,34354,432,18,137
2209,Grey,Toyota,Celica,Inine,Automatic,54593,50428,113,21,373
2210,Green,Renault,Espace,Electric,Standard,45209,40131,286,29,208
2211,Grey,Jaguar,XJ6,Inine,Automatic,1807,67719,170,2,234
2212,Orange,BMW,528,Diesel,Automatic,60011,112296,788,15,245
2213,Orange,Mercedes Benz,R350,Diesel,Automatic,39116,27529,44,11,91
2214,Green,Suzuki,Wagon,Inine,Standard,59044,43219,336,26,56
2215,Dark Blue,Maserati,Coupé,Inine,Standard,8002,138739,547,5,31
2216,Dark Blue,GMC,Acadia,Electric,Automatic,8581,95868,71,13,31
2217,Grey,Porsche,Boxster,Inine,Automatic,30598,141459,25,27,277
2218,Dark Blue,Fiat,Spider,W,Automatic,21127,112244,227,24,473
2219,Dark Green,Maserati,Spyder,W,Automatic,55264,89660,314,24,401
2220,Blue,GMC,Acadia,Diesel,Standard,14260,59566,374,7,277
2221,Dark Grey,Maserati,Bora,V8,Standard,12700,52688,351,8,340
2222,White,Suzuki,Swift,Diesel,Standard,27378,76901,129,5,157
2223,Dark Grey,Jaguar,Vanden Plas,V8,Automatic,66117,15450,210,3,463
2224,White,Audi,TT,V6,Standard,61469,100849,746,26,378
2225,White,Hyundai,Entourage,Petrol,Standard,67730,39104,,14,
